image_id,time_s,label,w,h,cx,cy,cx_n,cy_n,area,area_norm,solidity,aspect_ratio,circularity,bbox_x,bbox_y,bbox_w,bbox_h,extent,mask_fuse,finger_count,prior_nboxes,theta_rad,dtheta_rad,theta_accum_rad,rot_dir,path_raw,path_crop,path_mask,path_overlay
1762602264352_000069,1762602264,pause,960,544,667.978,398.823,0.69581,0.73313,23653,0.045292,0.87353,0.7382,0.48667,571,300,172,233,0.59022,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602264352_000069.jpg,data\data_pause\images_crop\1762602264352_000069.jpg,data\data_pause\masks\1762602264352_000069.png,data\data_pause\overlays\1762602264352_000069.jpg
1762602264549_000070,1762602265,pause,960,544,668.499,399.155,0.69635,0.73374,23496,0.044991,0.86276,0.7382,0.46985,572,300,172,233,0.58629,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602264549_000070.jpg,data\data_pause\images_crop\1762602264549_000070.jpg,data\data_pause\masks\1762602264549_000070.png,data\data_pause\overlays\1762602264549_000070.jpg
1762602264754_000071,1762602265,pause,960,544,668.868,399.489,0.69674,0.73435,23710,0.045402,0.87174,0.73932,0.4477,572,300,173,234,0.5857,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602264754_000071.jpg,data\data_pause\images_crop\1762602264754_000071.jpg,data\data_pause\masks\1762602264754_000071.png,data\data_pause\overlays\1762602264754_000071.jpg
1762602264949_000072,1762602265,pause,960,544,668.116,397.564,0.69595,0.73082,23474,0.044949,0.86992,0.74138,0.49758,571,299,172,232,0.58826,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602264949_000072.jpg,data\data_pause\images_crop\1762602264949_000072.jpg,data\data_pause\masks\1762602264949_000072.png,data\data_pause\overlays\1762602264949_000072.jpg
1762602265169_000073,1762602265,pause,960,544,666.851,396.538,0.69464,0.72893,23506,0.04501,0.87219,0.74138,0.49701,570,298,172,232,0.58906,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602265169_000073.jpg,data\data_pause\images_crop\1762602265169_000073.jpg,data\data_pause\masks\1762602265169_000073.png,data\data_pause\overlays\1762602265169_000073.jpg
1762602265347_000074,1762602265,pause,960,544,666.099,398.295,0.69385,0.73216,23968,0.045895,0.82081,0.7382,0.34345,570,298,172,233,0.59806,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602265347_000074.jpg,data\data_pause\images_crop\1762602265347_000074.jpg,data\data_pause\masks\1762602265347_000074.png,data\data_pause\overlays\1762602265347_000074.jpg
1762602265558_000075,1762602266,pause,960,544,667.189,396.887,0.69499,0.72957,23459,0.04492,0.86416,0.73932,0.47789,570,298,173,234,0.57949,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602265558_000075.jpg,data\data_pause\images_crop\1762602265558_000075.jpg,data\data_pause\masks\1762602265558_000075.png,data\data_pause\overlays\1762602265558_000075.jpg
1762602265747_000076,1762602266,pause,960,544,667.359,396.782,0.69517,0.72938,23308,0.044631,0.86104,0.73077,0.49195,571,298,171,234,0.5825,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602265747_000076.jpg,data\data_pause\images_crop\1762602265747_000076.jpg,data\data_pause\masks\1762602265747_000076.png,data\data_pause\overlays\1762602265747_000076.jpg
1762602265957_000077,1762602266,pause,960,544,668.042,399.158,0.69588,0.73375,23612,0.045213,0.86906,0.73504,0.47714,571,300,172,234,0.58666,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602265957_000077.jpg,data\data_pause\images_crop\1762602265957_000077.jpg,data\data_pause\masks\1762602265957_000077.png,data\data_pause\overlays\1762602265957_000077.jpg
1762602266169_000078,1762602266,pause,960,544,668.404,398.969,0.69625,0.7334,23459,0.044921,0.86166,0.73504,0.46762,571,300,172,234,0.58287,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602266169_000078.jpg,data\data_pause\images_crop\1762602266169_000078.jpg,data\data_pause\masks\1762602266169_000078.png,data\data_pause\overlays\1762602266169_000078.jpg
1762602266359_000079,1762602266,pause,960,544,668.562,399.046,0.69642,0.73354,23480,0.04496,0.86846,0.73077,0.46323,572,300,171,234,0.58679,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602266359_000079.jpg,data\data_pause\images_crop\1762602266359_000079.jpg,data\data_pause\masks\1762602266359_000079.png,data\data_pause\overlays\1762602266359_000079.jpg
1762602266568_000080,1762602267,pause,960,544,668.27,399.113,0.69611,0.73366,23595,0.04518,0.86699,0.73504,0.47497,572,300,172,234,0.58624,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602266568_000080.jpg,data\data_pause\images_crop\1762602266568_000080.jpg,data\data_pause\masks\1762602266568_000080.png,data\data_pause\overlays\1762602266568_000080.jpg
1762602266759_000081,1762602267,pause,960,544,668.097,399.172,0.69593,0.73377,23583,0.045157,0.87648,0.72881,0.49606,571,300,172,236,0.58098,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602266759_000081.jpg,data\data_pause\images_crop\1762602266759_000081.jpg,data\data_pause\masks\1762602266759_000081.png,data\data_pause\overlays\1762602266759_000081.jpg
1762602266971_000082,1762602267,pause,960,544,667.767,399.18,0.69559,0.73379,23710,0.045401,0.87433,0.73504,0.49634,571,300,172,234,0.5891,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602266971_000082.jpg,data\data_pause\images_crop\1762602266971_000082.jpg,data\data_pause\masks\1762602266971_000082.png,data\data_pause\overlays\1762602266971_000082.jpg
1762602267156_000083,1762602267,pause,960,544,668.152,399.619,0.69599,0.73459,23573,0.045139,0.85963,0.73305,0.45827,571,300,173,236,0.57739,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602267156_000083.jpg,data\data_pause\images_crop\1762602267156_000083.jpg,data\data_pause\masks\1762602267156_000083.png,data\data_pause\overlays\1762602267156_000083.jpg
1762602267365_000084,1762602267,pause,960,544,668.619,400.264,0.69648,0.73578,23588,0.045168,0.86225,0.73617,0.4788,571,301,173,235,0.58021,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602267365_000084.jpg,data\data_pause\images_crop\1762602267365_000084.jpg,data\data_pause\masks\1762602267365_000084.png,data\data_pause\overlays\1762602267365_000084.jpg
1762602267571_000085,1762602268,pause,960,544,668.439,401.012,0.69629,0.73716,23705,0.045391,0.8686,0.73617,0.48743,571,301,173,235,0.58308,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602267571_000085.jpg,data\data_pause\images_crop\1762602267571_000085.jpg,data\data_pause\masks\1762602267571_000085.png,data\data_pause\overlays\1762602267571_000085.jpg
1762602267769_000086,1762602268,pause,960,544,668.583,400.449,0.69644,0.73612,23606,0.045202,0.86218,0.73191,0.47774,572,301,172,235,0.58403,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602267769_000086.jpg,data\data_pause\images_crop\1762602267769_000086.jpg,data\data_pause\masks\1762602267769_000086.png,data\data_pause\overlays\1762602267769_000086.jpg
1762602267976_000087,1762602268,pause,960,544,668.637,400.569,0.6965,0.73634,23664,0.045312,0.86629,0.73617,0.48598,571,301,173,235,0.58207,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602267976_000087.jpg,data\data_pause\images_crop\1762602267976_000087.jpg,data\data_pause\masks\1762602267976_000087.png,data\data_pause\overlays\1762602267976_000087.jpg
1762602268170_000088,1762602268,pause,960,544,668.433,400.533,0.69628,0.73627,23696,0.045375,0.86293,0.73617,0.47998,571,301,173,235,0.58287,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602268170_000088.jpg,data\data_pause\images_crop\1762602268170_000088.jpg,data\data_pause\masks\1762602268170_000088.png,data\data_pause\overlays\1762602268170_000088.jpg
1762602268384_000089,1762602268,pause,960,544,667.566,399.987,0.69538,0.73527,23652,0.04529,0.86785,0.73504,0.49124,571,301,172,234,0.58767,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602268384_000089.jpg,data\data_pause\images_crop\1762602268384_000089.jpg,data\data_pause\masks\1762602268384_000089.png,data\data_pause\overlays\1762602268384_000089.jpg
1762602268568_000090,1762602269,pause,960,544,666.484,399.129,0.69425,0.73369,23465,0.044932,0.86904,0.7382,0.48632,570,301,172,233,0.58553,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602268568_000090.jpg,data\data_pause\images_crop\1762602268568_000090.jpg,data\data_pause\masks\1762602268568_000090.png,data\data_pause\overlays\1762602268568_000090.jpg
1762602268773_000091,1762602269,pause,960,544,667.076,400.975,0.69487,0.73709,23613,0.045216,0.86471,0.72881,0.48422,570,301,172,236,0.58173,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602268773_000091.jpg,data\data_pause\images_crop\1762602268773_000091.jpg,data\data_pause\masks\1762602268773_000091.png,data\data_pause\overlays\1762602268773_000091.jpg
1762602268988_000092,1762602269,pause,960,544,668.751,404.041,0.69662,0.74272,23770,0.045515,0.86723,0.73305,0.48542,571,304,173,236,0.5822,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602268988_000092.jpg,data\data_pause\images_crop\1762602268988_000092.jpg,data\data_pause\masks\1762602268988_000092.png,data\data_pause\overlays\1762602268988_000092.jpg
1762602269175_000093,1762602269,pause,960,544,669.293,407.655,0.69718,0.74937,24360,0.046646,0.79834,0.73418,0.32488,572,305,174,237,0.59073,AND,1,1,0,0,0,0,data\data_pause\images_raw\1762602269175_000093.jpg,data\data_pause\images_crop\1762602269175_000093.jpg,data\data_pause\masks\1762602269175_000093.png,data\data_pause\overlays\1762602269175_000093.jpg
1762602269388_000094,1762602269,pause,960,544,670.688,406.326,0.69863,0.74692,23944,0.045849,0.8665,0.73418,0.49234,573,306,174,237,0.58063,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602269388_000094.jpg,data\data_pause\images_crop\1762602269388_000094.jpg,data\data_pause\masks\1762602269388_000094.png,data\data_pause\overlays\1762602269388_000094.jpg
1762602269570_000095,1762602270,pause,960,544,671.004,406.431,0.69896,0.74712,23872,0.045711,0.88896,0.73305,0.52197,574,306,173,236,0.5847,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602269570_000095.jpg,data\data_pause\images_crop\1762602269570_000095.jpg,data\data_pause\masks\1762602269570_000095.png,data\data_pause\overlays\1762602269570_000095.jpg
1762602269780_000096,1762602270,pause,960,544,671.028,408.031,0.69899,0.75006,23809,0.04559,0.88846,0.73305,0.52566,574,308,173,236,0.58315,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602269780_000096.jpg,data\data_pause\images_crop\1762602269780_000096.jpg,data\data_pause\masks\1762602269780_000096.png,data\data_pause\overlays\1762602269780_000096.jpg
1762602269974_000097,1762602270,pause,960,544,671.583,408.602,0.69957,0.75111,23899,0.045763,0.87264,0.73729,0.49513,574,308,174,236,0.58201,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602269974_000097.jpg,data\data_pause\images_crop\1762602269974_000097.jpg,data\data_pause\masks\1762602269974_000097.png,data\data_pause\overlays\1762602269974_000097.jpg
1762602270180_000098,1762602270,pause,960,544,672.417,409.982,0.70043,0.75364,23944,0.045849,0.86829,0.74043,0.48631,575,309,174,235,0.58557,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602270180_000098.jpg,data\data_pause\images_crop\1762602270180_000098.jpg,data\data_pause\masks\1762602270180_000098.png,data\data_pause\overlays\1762602270180_000098.jpg
1762602270391_000099,1762602270,pause,960,544,671.862,408.054,0.69986,0.7501,24015,0.045986,0.88551,0.73729,0.50331,574,308,174,236,0.58483,AND,0,1,0,0,0,0,data\data_pause\images_raw\1762602270391_000099.jpg,data\data_pause\images_crop\1762602270391_000099.jpg,data\data_pause\masks\1762602270391_000099.png,data\data_pause\overlays\1762602270391_000099.jpg
1762603403516_000000,1762603404,vol_up,960,544,891.037,494.444,0.92816,0.9089,7509,0.014379,0.74381,1,0.39611,825,409,135,135,0.41204,AND,0,1,0,0,0,0,data\data_vol_up\images_raw\1762603403516_000000.jpg,data\data_vol_up\images_crop\1762603403516_000000.jpg,data\data_vol_up\masks\1762603403516_000000.png,data\data_vol_up\overlays\1762603403516_000000.jpg
1762603403696_000001,1762603404,vol_up,960,544,878.982,499.839,0.91561,0.91882,7951,0.015226,0.68556,1.13534,0.25378,809,411,151,133,0.39593,AND,0,1,0,0,0,0,data\data_vol_up\images_raw\1762603403696_000001.jpg,data\data_vol_up\images_crop\1762603403696_000001.jpg,data\data_vol_up\masks\1762603403696_000001.png,data\data_vol_up\overlays\1762603403696_000001.jpg
1762603403785_000002,1762603404,vol_up,960,544,825.854,498.703,0.86026,0.91673,7506,0.014373,0.71838,1.03704,0.36482,761,409,140,135,0.39714,AND,0,0,0,0,0,0,data\data_vol_up\images_raw\1762603403785_000002.jpg,data\data_vol_up\images_crop\1762603403785_000002.jpg,data\data_vol_up\masks\1762603403785_000002.png,data\data_vol_up\overlays\1762603403785_000002.jpg
1762603403987_000003,1762603404,vol_up,960,544,796.511,498.173,0.8297,0.91576,7266,0.013914,0.70827,1.04478,0.35632,734,410,140,134,0.38734,AND,0,0,3.112733,0,0,0,data\data_vol_up\images_raw\1762603403987_000003.jpg,data\data_vol_up\images_crop\1762603403987_000003.jpg,data\data_vol_up\masks\1762603403987_000003.png,data\data_vol_up\overlays\1762603403987_000003.jpg
1762603404299_000004,1762603404,vol_up,960,544,788.73,494.303,0.82159,0.90864,9387,0.017975,0.67478,1.10884,0.19911,711,397,163,147,0.39178,AND,0,1,-3.118313,0.018249,0.018249,0,data\data_vol_up\images_raw\1762603404299_000004.jpg,data\data_vol_up\images_crop\1762603404299_000004.jpg,data\data_vol_up\masks\1762603404299_000004.png,data\data_vol_up\overlays\1762603404299_000004.jpg
1762603404487_000005,1762603404,vol_up,960,544,735.65,483.046,0.7663,0.88795,12749,0.024412,0.70279,1.01724,0.17611,643,370,177,174,0.41396,AND,1,1,-3.035072,0.040996,0.058332,0,data\data_vol_up\images_raw\1762603404487_000005.jpg,data\data_vol_up\images_crop\1762603404487_000005.jpg,data\data_vol_up\masks\1762603404487_000005.png,data\data_vol_up\overlays\1762603404487_000005.jpg
1762603404702_000006,1762603405,vol_up,960,544,685.84,472.278,0.71442,0.86816,15223,0.02915,0.68827,0.95897,0.17145,593,349,187,195,0.41748,AND,1,1,-2.999745,0.039012,0.094427,0,data\data_vol_up\images_raw\1762603404702_000006.jpg,data\data_vol_up\images_crop\1762603404702_000006.jpg,data\data_vol_up\masks\1762603404702_000006.png,data\data_vol_up\overlays\1762603404702_000006.jpg
1762603404888_000007,1762603405,vol_up,960,544,675.355,454.409,0.70349,0.83531,19333,0.03702,0.7051,0.85714,0.1262,575,313,198,231,0.4227,AND,1,1,-2.886979,0.064826,0.154532,0,data\data_vol_up\images_raw\1762603404888_000007.jpg,data\data_vol_up\images_crop\1762603404888_000007.jpg,data\data_vol_up\masks\1762603404888_000007.png,data\data_vol_up\overlays\1762603404888_000007.jpg
1762603405099_000008,1762603405,vol_up,960,544,670.949,435.22,0.69891,0.80004,21569,0.041302,0.73799,0.76448,0.1457,574,285,198,259,0.42061,AND,2,1,-2.754995,0.088331,0,1,data\data_vol_up\images_raw\1762603405099_000008.jpg,data\data_vol_up\images_crop\1762603405099_000008.jpg,data\data_vol_up\masks\1762603405099_000008.png,data\data_vol_up\overlays\1762603405099_000008.jpg
1762603405285_000009,1762603405,vol_up,960,544,657.539,420.838,0.68494,0.7736,18433,0.035297,0.6255,0.67273,0.24989,576,264,185,275,0.36233,AND,1,1,-2.691813,0.079529,0.079529,0,data\data_vol_up\images_raw\1762603405285_000009.jpg,data\data_vol_up\images_crop\1762603405285_000009.jpg,data\data_vol_up\masks\1762603405285_000009.png,data\data_vol_up\overlays\1762603405285_000009.jpg
1762603405501_000010,1762603406,vol_up,960,544,660.439,415.135,0.68796,0.76312,18911,0.036212,0.626,0.66308,0.24834,578,255,185,279,0.3664,AND,1,1,-2.634304,0.071822,0.147374,0,data\data_vol_up\images_raw\1762603405501_000010.jpg,data\data_vol_up\images_crop\1762603405501_000010.jpg,data\data_vol_up\masks\1762603405501_000010.png,data\data_vol_up\overlays\1762603405501_000010.jpg
1762603405716_000011,1762603406,vol_up,960,544,677.14,415.548,0.70535,0.76388,24282,0.046497,0.7532,0.69014,0.15197,579,253,196,284,0.43623,AND,2,1,-2.53747,0.080576,0,1,data\data_vol_up\images_raw\1762603405716_000011.jpg,data\data_vol_up\images_crop\1762603405716_000011.jpg,data\data_vol_up\masks\1762603405716_000011.png,data\data_vol_up\overlays\1762603405716_000011.jpg
1762603405895_000012,1762603406,vol_up,960,544,679.373,424.584,0.70768,0.78049,24616,0.047136,0.75521,0.7007,0.15134,578,260,199,284,0.43557,AND,3,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603405895_000012.jpg,data\data_vol_up\images_crop\1762603405895_000012.jpg,data\data_vol_up\masks\1762603405895_000012.png,data\data_vol_up\overlays\1762603405895_000012.jpg
1762603406101_000013,1762603406,vol_up,960,544,673.158,431.546,0.70121,0.79328,25669,0.049152,0.79496,0.72202,0.19232,569,267,200,277,0.46334,AND,2,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603406101_000013.jpg,data\data_vol_up\images_crop\1762603406101_000013.jpg,data\data_vol_up\masks\1762603406101_000013.png,data\data_vol_up\overlays\1762603406101_000013.jpg
1762603406299_000014,1762603406,vol_up,960,544,667.946,434.013,0.69578,0.79782,25454,0.04874,0.79667,0.72993,0.19596,565,270,200,274,0.46449,AND,2,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603406299_000014.jpg,data\data_vol_up\images_crop\1762603406299_000014.jpg,data\data_vol_up\masks\1762603406299_000014.png,data\data_vol_up\overlays\1762603406299_000014.jpg
1762603406519_000015,1762603407,vol_up,960,544,669.526,427.227,0.69742,0.78534,27301,0.052277,0.84758,0.71326,0.35788,567,265,199,279,0.49172,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603406519_000015.jpg,data\data_vol_up\images_crop\1762603406519_000015.jpg,data\data_vol_up\masks\1762603406519_000015.png,data\data_vol_up\overlays\1762603406519_000015.jpg
1762603406701_000016,1762603407,vol_up,960,544,669.374,426.443,0.69726,0.7839,27927,0.053475,0.85824,0.70213,0.35515,567,262,198,282,0.50016,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603406701_000016.jpg,data\data_vol_up\images_crop\1762603406701_000016.jpg,data\data_vol_up\masks\1762603406701_000016.png,data\data_vol_up\overlays\1762603406701_000016.jpg
1762603406911_000017,1762603407,vol_up,960,544,669.058,425.793,0.69694,0.78271,27872,0.05337,0.85232,0.70318,0.35278,567,261,199,283,0.49491,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603406911_000017.jpg,data\data_vol_up\images_crop\1762603406911_000017.jpg,data\data_vol_up\masks\1762603406911_000017.png,data\data_vol_up\overlays\1762603406911_000017.jpg
1762603407122_000018,1762603407,vol_up,960,544,669.456,426.847,0.69735,0.78464,27948,0.053516,0.85656,0.70671,0.36035,566,261,200,283,0.49378,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603407122_000018.jpg,data\data_vol_up\images_crop\1762603407122_000018.jpg,data\data_vol_up\masks\1762603407122_000018.png,data\data_vol_up\overlays\1762603407122_000018.jpg
